id_student,gender,region,highest_education,imd_band,disability
2468706,F,Scotland,HE Qualification,70-80%,N
2469321,F,East Anglian Region,A Level or Equivalent,50-60%,N
2469673,F,Yorkshire Region,Lower Than A Level,20-30%,N
2469688,M,London Region,A Level or Equivalent,10-20,N
2470326,M,East Midlands Region,A Level or Equivalent,10-20,Y
2470672,F,West Midlands Region,A Level or Equivalent,30-40%,N
2470694,F,Scotland,HE Qualification,50-60%,N
2471283,M,Scotland,Post Graduate Qualification,90-100%,N
2471302,F,South East Region,Lower Than A Level,40-50%,N
2471673,M,London Region,HE Qualification,90-100%,N
2471812,F,Scotland,A Level or Equivalent,90-100%,N
2472033,M,East Midlands Region,A Level or Equivalent,70-80%,N
2472132,M,North Region,HE Qualification,,N
2472145,M,East Anglian Region,HE Qualification,40-50%,N
2472178,M,East Anglian Region,A Level or Equivalent,90-100%,N
2472995,M,South Region,HE Qualification,90-100%,N
2473025,M,South West Region,HE Qualification,50-60%,N
2473058,M,West Midlands Region,A Level or Equivalent,50-60%,N
2473456,F,London Region,Lower Than A Level,70-80%,N
2473538,F,South East Region,A Level or Equivalent,80-90%,N
2473780,F,Scotland,HE Qualification,20-30%,N
2474006,M,Ireland,HE Qualification,,N
2474436,F,North Western Region,A Level or Equivalent,20-30%,N
2474493,F,South East Region,A Level or Equivalent,50-60%,N
2474849,F,Scotland,A Level or Equivalent,0-10%,N
2474925,M,Wales,A Level or Equivalent,50-60%,N
2474995,M,North Region,HE Qualification,,N
2475034,F,Ireland,Lower Than A Level,90-100%,N
2475591,F,Yorkshire Region,HE Qualification,30-40%,N
2475780,F,Scotland,Lower Than A Level,90-100%,N
2475886,F,East Anglian Region,Lower Than A Level,40-50%,N
2476144,F,West Midlands Region,Lower Than A Level,0-10%,Y
2476409,M,Scotland,HE Qualification,40-50%,N
2476649,F,South East Region,Lower Than A Level,80-90%,N
2476998,F,London Region,Lower Than A Level,30-40%,N
2477040,F,South Region,A Level or Equivalent,30-40%,N
2477052,M,South Region,Lower Than A Level,90-100%,N
2477545,F,South West Region,Lower Than A Level,20-30%,Y
2477792,M,South East Region,HE Qualification,40-50%,N
2478799,M,East Anglian Region,Lower Than A Level,80-90%,N
2479086,F,Scotland,Lower Than A Level,20-30%,N
2479413,M,South East Region,HE Qualification,30-40%,N
2479954,M,North Western Region,A Level or Equivalent,40-50%,N
2480562,F,North Region,Lower Than A Level,,N
2480654,F,London Region,Lower Than A Level,20-30%,N
2480865,F,South Region,A Level or Equivalent,90-100%,N
2480886,F,East Anglian Region,A Level or Equivalent,80-90%,Y
2481224,M,London Region,Lower Than A Level,10-20,Y
2481482,M,London Region,HE Qualification,40-50%,N
2481629,M,Ireland,Lower Than A Level,90-100%,N
2481646,M,South West Region,HE Qualification,30-40%,N
2481657,F,South Region,Lower Than A Level,90-100%,N
2481765,F,South East Region,A Level or Equivalent,90-100%,N
2481901,M,Wales,Lower Than A Level,80-90%,N
2482085,F,South West Region,A Level or Equivalent,20-30%,N
2482700,M,South Region,Lower Than A Level,90-100%,N
2482710,F,Wales,A Level or Equivalent,70-80%,N
2482885,F,South Region,A Level or Equivalent,40-50%,Y
2482994,F,South Region,Lower Than A Level,90-100%,N
2483179,F,Wales,Lower Than A Level,40-50%,N
2483382,F,Scotland,A Level or Equivalent,30-40%,Y
2483568,F,South East Region,A Level or Equivalent,50-60%,N
2484189,M,Scotland,Lower Than A Level,60-70%,N
2484726,F,South Region,HE Qualification,90-100%,N
2485582,M,South West Region,Lower Than A Level,40-50%,N
2485655,M,East Anglian Region,HE Qualification,20-30%,N
2485856,F,Scotland,Lower Than A Level,20-30%,N
2486127,F,East Anglian Region,HE Qualification,90-100%,N
2486159,F,Wales,A Level or Equivalent,20-30%,N
2486215,M,East Anglian Region,A Level or Equivalent,70-80%,N
2486769,M,London Region,HE Qualification,0-10%,N
2486930,M,East Midlands Region,HE Qualification,10-20,N
2487430,F,Wales,A Level or Equivalent,10-20,N
2487541,F,London Region,HE Qualification,50-60%,N
2487573,F,South East Region,Lower Than A Level,90-100%,N
2487785,F,Ireland,Lower Than A Level,80-90%,N
2487982,M,South East Region,HE Qualification,30-40%,N
2487990,M,North Region,Post Graduate Qualification,,N
2488251,M,East Midlands Region,Lower Than A Level,40-50%,N
2488382,F,Scotland,HE Qualification,50-60%,N
2488713,M,North Western Region,HE Qualification,60-70%,N
2488714,M,West Midlands Region,Lower Than A Level,90-100%,N
2488965,M,South East Region,HE Qualification,50-60%,N
2492219,M,London Region,HE Qualification,20-30%,N
2492787,M,North Western Region,Lower Than A Level,30-40%,N
2492827,M,Wales,A Level or Equivalent,60-70%,N
2493107,F,North Western Region,Lower Than A Level,0-10%,Y
2494258,F,East Anglian Region,A Level or Equivalent,10-20,N
2494306,M,Wales,A Level or Equivalent,70-80%,N
2494338,M,North Western Region,Lower Than A Level,30-40%,Y
2494507,M,Scotland,HE Qualification,80-90%,N
2494700,M,Yorkshire Region,HE Qualification,70-80%,N
2494999,F,North Region,Lower Than A Level,,N
2495139,F,Wales,Lower Than A Level,20-30%,N
2495352,M,Ireland,Lower Than A Level,30-40%,N
2496235,M,Wales,HE Qualification,0-10%,N
2496748,F,East Midlands Region,A Level or Equivalent,60-70%,N
2497090,M,North Region,A Level or Equivalent,60-70%,N
2497189,F,Scotland,A Level or Equivalent,30-40%,Y
2497624,F,Scotland,Lower Than A Level,60-70%,Y
2498139,F,East Midlands Region,Lower Than A Level,60-70%,Y
2498182,M,East Midlands Region,A Level or Equivalent,0-10%,N
2498299,F,Wales,A Level or Equivalent,30-40%,N
2498388,F,North Region,Lower Than A Level,,Y
2498614,M,North Western Region,HE Qualification,40-50%,N
2498700,F,North Western Region,Lower Than A Level,40-50%,N
2499307,M,East Anglian Region,A Level or Equivalent,60-70%,N
2499525,F,South West Region,A Level or Equivalent,30-40%,N
2499779,F,West Midlands Region,HE Qualification,20-30%,N
2499850,M,London Region,HE Qualification,50-60%,N
2499949,M,Yorkshire Region,Lower Than A Level,0-10%,N
2500064,M,South East Region,Lower Than A Level,40-50%,N
2500149,M,Scotland,Lower Than A Level,30-40%,N
2500258,F,North Western Region,A Level or Equivalent,70-80%,N
2501127,M,South West Region,Lower Than A Level,60-70%,N
2501479,M,Scotland,HE Qualification,40-50%,N
2501578,F,Wales,A Level or Equivalent,70-80%,N
2501768,F,East Midlands Region,Lower Than A Level,10-20,N
2502127,F,Yorkshire Region,A Level or Equivalent,0-10%,N
2502504,F,South East Region,A Level or Equivalent,80-90%,N
2502516,F,South West Region,A Level or Equivalent,60-70%,N
2502707,M,Yorkshire Region,A Level or Equivalent,40-50%,N
2502882,M,London Region,A Level or Equivalent,80-90%,Y
2503063,M,East Midlands Region,A Level or Equivalent,10-20,N
2503273,M,Wales,Lower Than A Level,10-20,N
2503799,M,London Region,A Level or Equivalent,10-20,N
2504129,F,South West Region,Lower Than A Level,0-10%,N
2504694,F,North Western Region,Lower Than A Level,10-20,Y
2505058,M,South Region,A Level or Equivalent,10-20,N
2505299,M,Scotland,A Level or Equivalent,30-40%,N
2505389,M,West Midlands Region,A Level or Equivalent,20-30%,N
2505413,F,South Region,Lower Than A Level,30-40%,Y
2505501,M,East Midlands Region,HE Qualification,60-70%,N
2505859,M,North Region,HE Qualification,,N
2507271,M,South West Region,Lower Than A Level,30-40%,N
2507842,F,North Western Region,A Level or Equivalent,90-100%,N
2507993,M,South West Region,HE Qualification,30-40%,N
2508153,F,East Midlands Region,Lower Than A Level,10-20,N
2508403,F,South East Region,Lower Than A Level,40-50%,Y
2508785,F,South Region,Lower Than A Level,80-90%,N
2509297,F,London Region,HE Qualification,0-10%,N
2509321,M,London Region,Lower Than A Level,10-20,N
2509531,M,North Western Region,A Level or Equivalent,0-10%,N
2509639,M,West Midlands Region,A Level or Equivalent,80-90%,N
2510414,M,London Region,Lower Than A Level,0-10%,N
2510667,M,West Midlands Region,A Level or Equivalent,0-10%,N
2511519,F,Ireland,A Level or Equivalent,30-40%,N
2511859,F,London Region,Lower Than A Level,30-40%,Y
2512349,F,Yorkshire Region,Lower Than A Level,40-50%,N
2512392,F,Wales,Lower Than A Level,90-100%,N
2513083,F,West Midlands Region,Lower Than A Level,30-40%,N
2513245,M,North Western Region,Lower Than A Level,20-30%,N
2513333,M,East Anglian Region,A Level or Equivalent,80-90%,N
2513954,F,South East Region,Lower Than A Level,60-70%,N
2513997,M,London Region,HE Qualification,50-60%,N
2514044,F,North Western Region,Lower Than A Level,20-30%,N
2514368,M,West Midlands Region,A Level or Equivalent,50-60%,N
2514379,F,East Anglian Region,Lower Than A Level,70-80%,N
2514431,M,East Midlands Region,A Level or Equivalent,20-30%,N
2514898,F,East Anglian Region,Lower Than A Level,90-100%,N
2514949,M,East Anglian Region,Lower Than A Level,10-20,N
2516163,M,West Midlands Region,HE Qualification,70-80%,N
2516497,M,Wales,A Level or Equivalent,50-60%,N
2516503,M,South East Region,HE Qualification,40-50%,N
2516931,F,South West Region,A Level or Equivalent,50-60%,N
2516939,M,Scotland,Post Graduate Qualification,90-100%,N
2517387,F,East Anglian Region,Lower Than A Level,90-100%,N
2517389,M,London Region,A Level or Equivalent,90-100%,N
2517778,F,North Western Region,Lower Than A Level,20-30%,N
2517826,F,Yorkshire Region,HE Qualification,50-60%,N
2517864,F,South West Region,HE Qualification,30-40%,N
2517983,M,Scotland,A Level or Equivalent,80-90%,N
2518069,M,East Midlands Region,A Level or Equivalent,90-100%,N
2518589,M,London Region,Lower Than A Level,40-50%,N
2518617,M,East Anglian Region,Lower Than A Level,40-50%,N
2518653,F,Wales,A Level or Equivalent,40-50%,N
2518880,M,Scotland,HE Qualification,10-20,N
2519138,M,South Region,A Level or Equivalent,70-80%,N
2519622,F,South West Region,Lower Than A Level,40-50%,N
2519972,F,West Midlands Region,Lower Than A Level,80-90%,N
2520067,F,Yorkshire Region,A Level or Equivalent,0-10%,Y
2520290,F,Scotland,A Level or Equivalent,30-40%,N
2520539,M,South West Region,A Level or Equivalent,50-60%,N
2520649,F,Ireland,Lower Than A Level,80-90%,N
2520868,F,Yorkshire Region,Lower Than A Level,80-90%,N
2521459,F,London Region,Lower Than A Level,10-20,N
2521574,M,East Midlands Region,Lower Than A Level,30-40%,N
2521655,M,East Anglian Region,A Level or Equivalent,10-20,Y
2521745,F,Yorkshire Region,Lower Than A Level,0-10%,N
2521837,F,London Region,A Level or Equivalent,20-30%,N
2521865,F,South Region,A Level or Equivalent,50-60%,Y
2522093,F,Scotland,HE Qualification,70-80%,N
2522312,M,South Region,Lower Than A Level,90-100%,N
2522335,M,Scotland,A Level or Equivalent,80-90%,N
2522927,F,South West Region,A Level or Equivalent,60-70%,N
2522932,F,Scotland,HE Qualification,20-30%,N
2523035,M,North Region,A Level or Equivalent,0-10%,N
2523146,M,East Midlands Region,A Level or Equivalent,80-90%,N
2523350,F,West Midlands Region,HE Qualification,90-100%,N
2523430,F,London Region,A Level or Equivalent,30-40%,N
2523736,M,North Western Region,A Level or Equivalent,20-30%,N
2523751,M,London Region,A Level or Equivalent,80-90%,N
2523915,M,Yorkshire Region,HE Qualification,40-50%,N
2523989,F,East Anglian Region,Lower Than A Level,50-60%,N
2524127,F,East Anglian Region,Lower Than A Level,10-20,N
2524295,F,London Region,HE Qualification,50-60%,N
2524572,M,South East Region,A Level or Equivalent,60-70%,Y
2524794,F,London Region,HE Qualification,0-10%,N
2524969,F,Scotland,A Level or Equivalent,30-40%,N
2525062,M,South Region,Lower Than A Level,90-100%,N
2525633,F,East Anglian Region,A Level or Equivalent,60-70%,Y
2525964,M,South Region,A Level or Equivalent,40-50%,N
2526483,M,Scotland,Lower Than A Level,20-30%,Y
2526485,F,West Midlands Region,A Level or Equivalent,70-80%,N
2526493,F,Scotland,A Level or Equivalent,0-10%,N
2526537,F,London Region,Lower Than A Level,10-20,N
2526784,F,South West Region,Lower Than A Level,20-30%,N
2527066,M,East Midlands Region,HE Qualification,10-20,N
2527077,F,Scotland,HE Qualification,60-70%,N
2528352,F,West Midlands Region,Lower Than A Level,10-20,N
2528966,F,North Western Region,A Level or Equivalent,10-20,Y
2529052,F,East Midlands Region,Lower Than A Level,30-40%,N
2529279,F,North Western Region,HE Qualification,60-70%,N
2529306,F,London Region,No Formal quals,50-60%,N
2529419,M,West Midlands Region,Lower Than A Level,0-10%,N
2529663,F,Wales,A Level or Equivalent,40-50%,N
2530976,M,East Midlands Region,HE Qualification,20-30%,N
2530985,M,London Region,HE Qualification,50-60%,N
2531031,F,East Anglian Region,Lower Than A Level,10-20,N
2531298,F,North Western Region,A Level or Equivalent,0-10%,N
2532302,F,East Anglian Region,A Level or Equivalent,80-90%,N
2532320,M,South Region,A Level or Equivalent,30-40%,N
2532322,M,South Region,A Level or Equivalent,90-100%,Y
2532323,M,East Anglian Region,A Level or Equivalent,40-50%,N
2532643,F,South West Region,A Level or Equivalent,40-50%,N
2532647,F,Scotland,Lower Than A Level,40-50%,N
2532652,M,Ireland,A Level or Equivalent,30-40%,N
2532785,F,Yorkshire Region,A Level or Equivalent,40-50%,N
2532840,M,Ireland,A Level or Equivalent,70-80%,N
2533195,F,South East Region,Lower Than A Level,10-20,N
2533297,M,South Region,HE Qualification,90-100%,N
2533383,M,South Region,HE Qualification,60-70%,N
2533391,M,South West Region,Lower Than A Level,70-80%,N
2533407,F,East Midlands Region,HE Qualification,20-30%,N
2533504,M,South East Region,HE Qualification,90-100%,N
2533590,M,East Midlands Region,A Level or Equivalent,80-90%,N
2533609,M,Wales,HE Qualification,10-20,N
2533650,F,South West Region,Lower Than A Level,60-70%,N
2534033,M,West Midlands Region,A Level or Equivalent,70-80%,Y
2534165,M,South East Region,HE Qualification,90-100%,N
2534954,F,Wales,Lower Than A Level,0-10%,Y
2535160,F,Scotland,A Level or Equivalent,50-60%,N
2535493,M,North Region,A Level or Equivalent,,N
2535666,M,West Midlands Region,Lower Than A Level,50-60%,N
2535788,F,Yorkshire Region,A Level or Equivalent,10-20,N
2536214,F,South West Region,Lower Than A Level,50-60%,Y
2536991,M,South Region,HE Qualification,90-100%,N
2537695,M,London Region,HE Qualification,20-30%,N
2537777,M,West Midlands Region,Lower Than A Level,10-20,Y
2537898,M,South Region,Lower Than A Level,90-100%,N
2537934,M,East Anglian Region,HE Qualification,90-100%,N
2538123,F,East Midlands Region,Lower Than A Level,0-10%,N
2538792,M,South Region,A Level or Equivalent,50-60%,Y
2539092,M,Scotland,Lower Than A Level,10-20,N
2539641,M,London Region,Lower Than A Level,10-20,N
2539666,M,South West Region,Lower Than A Level,10-20,Y
2539817,M,North Western Region,Lower Than A Level,0-10%,N
2539858,M,South West Region,A Level or Equivalent,20-30%,N
2540168,F,East Midlands Region,HE Qualification,70-80%,N
2540195,M,South Region,HE Qualification,90-100%,N
2540288,F,South Region,A Level or Equivalent,50-60%,N
2540362,F,North Western Region,HE Qualification,50-60%,N
2540424,M,East Midlands Region,A Level or Equivalent,30-40%,N
2540450,M,London Region,A Level or Equivalent,40-50%,N
2540724,M,South Region,HE Qualification,40-50%,N
2540746,F,West Midlands Region,Lower Than A Level,10-20,N
2540871,M,North Western Region,Lower Than A Level,0-10%,N
2540922,M,North Western Region,A Level or Equivalent,20-30%,N
2541120,F,South Region,A Level or Equivalent,30-40%,N
2541388,F,East Midlands Region,Lower Than A Level,60-70%,N
2541992,M,Wales,Lower Than A Level,30-40%,N
2542116,M,Scotland,HE Qualification,0-10%,N
2542182,M,South West Region,A Level or Equivalent,20-30%,N
2542209,M,Yorkshire Region,Lower Than A Level,30-40%,N
2542291,F,East Anglian Region,A Level or Equivalent,80-90%,N
2542310,F,London Region,Lower Than A Level,40-50%,N
2542342,F,North Region,Lower Than A Level,10-20,N
2542431,M,East Midlands Region,A Level or Equivalent,30-40%,N
2542645,M,South West Region,A Level or Equivalent,20-30%,N
2542724,F,West Midlands Region,Lower Than A Level,40-50%,N
2542803,M,Wales,A Level or Equivalent,30-40%,N
2543208,M,Yorkshire Region,Lower Than A Level,10-20,N
2543267,M,South Region,Lower Than A Level,40-50%,N
2543600,M,North Western Region,Lower Than A Level,40-50%,Y
2543637,M,Yorkshire Region,Lower Than A Level,0-10%,N
2544448,F,Wales,Lower Than A Level,0-10%,N
2544643,F,South Region,A Level or Equivalent,50-60%,N
2544678,M,London Region,Lower Than A Level,70-80%,Y
2544766,M,South West Region,HE Qualification,90-100%,N
2545047,F,East Anglian Region,A Level or Equivalent,70-80%,N
2545113,M,North Western Region,A Level or Equivalent,70-80%,N
2545413,M,Yorkshire Region,HE Qualification,40-50%,N
2545488,F,North Western Region,Lower Than A Level,20-30%,N
2545629,F,East Midlands Region,A Level or Equivalent,0-10%,Y
2545923,M,South West Region,HE Qualification,40-50%,N
2546095,M,North Region,A Level or Equivalent,,N
2546315,F,North Region,A Level or Equivalent,,N
2546445,M,Scotland,HE Qualification,80-90%,N
2546595,M,West Midlands Region,Lower Than A Level,30-40%,N
2546763,F,North Western Region,A Level or Equivalent,0-10%,Y
2546792,M,North Western Region,Lower Than A Level,20-30%,N
2546976,M,Wales,HE Qualification,10-20,N
2547032,F,North Western Region,A Level or Equivalent,0-10%,N
